trade,segment,topic,field,value_num,value_text,source,n_sources,confidence,derived,year,shared_across
commercial-cleaning,commercial,margins,net_margin_pct,6.3,,"IBISWorld Market Research Report: Janitorial Services in the US (NAICS 56172), 2024. URL: https://www.ibisworld.com/united-states/market-research-reports/janitorial-services-industry",2,adjudicated,false,2024,
commercial-cleaning,commercial,productivity,revenue_per_employee_usd,69381,,"U.S. Census Bureau, 2022 Statistics of U.S. Businesses (SUSB) / Economic Census, NAICS 561720 Janitorial Services ($74.03B receipts / 1.067M paid employees), https://www.census.gov/programs-surveys/susb.html",2,med,false,2022,
commercial-cleaning,commercial,productivity,billable_utilization_pct,85,,"CleanerHQ Commercial Cleaning Operator Benchmarks, 2026, https://cleanerhq.com",1,low,false,2026,
commercial-cleaning,commercial,retainage_liens,typical_retainage_pct,5,,"CFMA (Construction Financial Management Association), 2022, https://cfma.org",1,low,false,2022,
commercial-cleaning,commercial,search_interest,yoy_search_change_pct,0,,ISSA Canada (2025) - https://issa-canada.com,2,med,false,2025,
commercial-cleaning,commercial,seasonality_econ,revenue_seasonality_amplitude_pct,27.27,,"ServiceMaster Global Holdings, Inc. Form 10-K for the Fiscal Year Ended December 31, 2014",1,low,false,2014,
commercial-cleaning,industrial,bad_debt,bad_debt_write_off_pct,0.08,,"ABM Industries Incorporated SEC Form 10-K for the Fiscal Year Ended October 31, 2025 (https://www.sec.gov/edgar/searchedgar/companysearch)",1,adjudicated,false,2025,
commercial-cleaning,industrial,cash_cycle_detail,dso_days,78,,"Healthcare Services Group, Inc. Q1 2025 Financial Results Press Release (April 23, 2025), https://www.hcsgcorp.com",2,med,false,2025,
commercial-cleaning,industrial,cash_cycle_detail,dpo_days,18.75,,"Trade Economy Index triangulation: median of 2 independent sources: ABM Industries Incorporated 2024 Form 10-K (https://www.sec.gov/ix?doc=/Archives/edgar/data/0000000771/000000077124000038/abm-20241031.htm) cross-checked with Healthcare Services Group, Inc. 2025 Form 10-K via GuruFocus (https://www.gurufocus.com/stock/HCSG/summary) | Healthcare Services Group, Inc. 2023 Form 10-K - https://www.sec.gov/ix?doc=/Archives/edgar/data/60349/000006034924000008/hcsg-20231231.htm",2,high-primary,true,2025,
commercial-cleaning,industrial,cash_cycle_detail,cash_conversion_cycle_days,56,,"Healthcare Services Group, Inc. 2025 Form 10-K via Finbox (https://finbox.com/NASDAQ:HCSG/explorer/cash_conversion_cycle/) cross-checked with ABM Industries Incorporated Financial Reports via Eulerpool (https://eulerpool.com)",3,med,false,2025,
commercial-cleaning,industrial,cost_structure,labor_pct_of_revenue,41.6,,U.S. Census Bureau Statistics of U.S. Businesses (SUSB) (2022),2,adjudicated,false,2022,
commercial-cleaning,industrial,cost_structure,materials_pct_of_revenue,9.9,,"IBISWorld, NAICS 56172 Janitorial Services in the US (2024), https://www.ibisworld.com/united-states/market-research-reports/janitorial-services-industry",2,adjudicated,false,2024,
commercial-cleaning,industrial,cost_structure,sga_overhead_pct,10.4,,"Healthcare Services Group, Inc. 2024 Form 10-K (Selling, general, and administrative expenses at 10.4% of consolidated revenue; https://www.sec.gov/edgar/browse/?CIK=60086). Cross-checked against ABM Industries Incorporated 2024 Form 10-K (SG&A expenses at 10.5% of revenue; https://www.sec.gov/edgar/browse/?CIK=77149) and BSCAI / ISSA Industry Benchmarks (Administrative overhead at 8%-15% for enterprise contractors and 18%-22% for small-to-medium operators; https://www.bscai.org).",2,med,false,2024,
commercial-cleaning,industrial,demand_drivers,installed_base_units,5900000,,"U.S. Energy Information Administration (EIA), 2018 Commercial Buildings Energy Consumption Survey (CBECS) (published 2022), https://www.eia.gov/consumption/commercial",1,high-primary,false,2022,15
commercial-cleaning,industrial,margins,gross_margin_pct,13.9,,"ABM Industries Incorporated Form 10-K for the Fiscal Year Ended October 31, 2023 (https://www.sec.gov/edgar/searchedgar/companysearch)",2,med,false,2023,
commercial-cleaning,industrial,margins,operating_margin_pct,3.6,,"ABM Industries Incorporated Form 10-K for the Fiscal Year Ended October 31, 2023 (https://www.sec.gov/edgar/searchedgar/companysearch)",1,adjudicated,false,2023,
commercial-cleaning,industrial,margins,net_margin_pct,3.1,,"ABM Industries Incorporated Form 10-K for the Fiscal Year Ended October 31, 2023 (https://www.sec.gov/edgar/searchedgar/companysearch)",2,med,false,2023,
commercial-cleaning,industrial,productivity,revenue_per_employee_usd,69381,,"U.S. Census Bureau, 2022 Statistics of U.S. Businesses (SUSB), NAICS 561720 Janitorial Services ($74.03 billion total receipts / 1.067 million paid employees = $69,381 per employee; https://www.census.gov/programs-surveys/susb.html). Cross-checked against IBISWorld Industry Report: Janitorial Services in the US 2023/2024 ($45,000 average revenue per employee across SMB commercial cleaning firms; https://www.ibisworld.com).",1,high-primary,false,2024,
commercial-cleaning,industrial,productivity,billable_utilization_pct,75,,Building Service Contractors Association International (BSCAI) Unit Economics & Production Guidelines (2024; https://www.bscai.org).,1,low,false,2024,5
commercial-cleaning,industrial,retainage_liens,typical_retainage_pct,0,,"Municipal Research and Services Center (MRSC), 2018",1,low,false,2018,
commercial-cleaning,industrial,search_interest,yoy_search_change_pct,0,,"ISSA, 2025, https://www.issa-canada.com",1,low,false,2025,
concrete-masonry,residential,bad_debt,bad_debt_write_off_pct,1,,"Concrete Pumping Holdings, Inc. SEC Form S-4 Amendment No. 4",1,low,false,,
concrete-masonry,residential,bad_debt,collection_rate_pct,85.1,,Construction Financial Management Association (CFMA) 2024 Construction Financial Benchmarker / Level CFO Survey (2024) - https://levelcfo.com/benchmarks/hvac,1,low,false,2024,23
concrete-masonry,residential,cash_cycle_detail,dso_days,56.6,,"CFMA Construction Financial Benchmarker (2024 Edition, Construction Financial Management Association), https://cfma.org",2,med,false,2024,11
concrete-masonry,residential,cash_cycle_detail,dpo_days,43,,"Sterling Infrastructure, Inc. Form 10-K (2025) - https://www.sec.gov/edgar/browse/?CIK=0000858470",1,adjudicated,false,2025,
concrete-masonry,residential,cost_structure,labor_pct_of_revenue,18,,IBISWorld Industry Report 23811: Concrete Contractors in the US (https://www.ibisworld.com/united-states/market-research-reports/concrete-contractors-industry/),2,med,false,,4
concrete-masonry,residential,cost_structure,materials_pct_of_revenue,48.85,,"Trade Economy Index triangulation: median of 2 independent sources: IBISWorld Industry Report 23811: Concrete Contractors in the US (https://www.ibisworld.com/united-states/market-research-reports/concrete-contractors-industry/) | IBISWorld Industry Report, Concrete Contractors in the US (NAICS 23811) / Masonry Contractors in the US (NAICS 23814) Cost Structure Benchmarks, 2024, https://www.ibisworld.com/united-states/market-research-reports/concrete-contractors-industry",2,low,true,2024,
concrete-masonry,residential,cost_structure,sga_overhead_pct,11.8,,"Construction Financial Management Association (CFMA), 2025 Construction Financial Benchmarker Executive Summary, 2024 Data",2,med,false,2025,5
concrete-masonry,residential,demand_drivers,installed_base_units,145344636,,"U.S. Census Bureau, Vintage 2023 Housing Unit Estimates (2024), https://www.census.gov/newsroom/press-kits/2024/subcounty-population-estimates.html",2,med,false,2024,5
concrete-masonry,residential,margins,gross_margin_pct,22.4,,"CFMA 2025 Construction Financial Benchmarker Executive Summary (Specialty Trade Contractors segment, FY 2024)",3,adjudicated,false,2025,9
concrete-masonry,residential,margins,net_margin_pct,7.7,,"CFMA 2025 Construction Financial Benchmarker Executive Summary (Specialty Trade Contractors net income before taxes margin, FY 2024)",3,adjudicated,false,2025,
concrete-masonry,residential,productivity,revenue_per_employee_usd,166558,,"U.S. Census Bureau, 2022 Economic Census (NAICS 238140 Masonry Contractors), https://www.census.gov/programs-surveys/economic-census.html",1,adjudicated,false,2022,
concrete-masonry,residential,productivity,billable_utilization_pct,80,,"Construction Financial Management Association (CFMA) 2024 Construction Financial Benchmarker Report, https://benchmarker.cfma.org",1,low,false,2024,
concrete-masonry,residential,search_interest,yoy_search_change_pct,31,,"Trade Economy Index triangulation: median of 1 independent source: Espy Solutions (2025), 'Twin Cities Concrete Works Performance Overview', https://espysolutions.com",1,low,true,2025,
concrete-masonry,commercial,bad_debt,bad_debt_write_off_pct,1,,"Concrete Pumping Holdings, Inc., SEC Form S-4 Registration Statement, 2019",1,low,false,2019,
concrete-masonry,commercial,bad_debt,collection_rate_pct,77.55,,"Trade Economy Index triangulation: median of 2 independent sources: Level CFO Contractor Benchmarks, 2025, https://levelcfo.com | National Association of Credit Management (NACM) Credit Management Survey / Benchmarks, 2023, https://nacm.org",2,med,true,2025,
concrete-masonry,commercial,cash_cycle_detail,dso_days,60.2,,"Trade Economy Index triangulation: median of 2 independent sources: CFMA 2025 Construction Financial Benchmarker (2025), https://cfma.org/benchmarker | Concrete Pumping Holdings, Inc. Form 10-K for Fiscal Year Ended October 31, 2024, U.S. Securities and Exchange Commission, 2025, https://www.sec.gov/edgar/browse/?CIK=0001703956",2,med,true,2025,
concrete-masonry,commercial,cash_cycle_detail,dpo_days,32.099999999999994,,"Trade Economy Index triangulation: median of 2 independent sources: CFMA 2025 Construction Financial Benchmarker (2025), https://cfma.org/benchmarker | Concrete Pumping Holdings, Inc. Form 10-K for Fiscal Year Ended October 31, 2024, U.S. Securities and Exchange Commission, 2025, https://www.sec.gov/edgar/browse/?CIK=0001703956",2,med,true,2025,
concrete-masonry,commercial,cash_cycle_detail,cash_conversion_cycle_days,27.1,,"CFMA 2025 Construction Financial Benchmarker (2025), https://cfma.org/benchmarker",2,adjudicated,false,2025,
concrete-masonry,commercial,cost_structure,labor_pct_of_revenue,28,,Construction Financial Management Association (CFMA) 2024 Construction Financial Benchmarker Report cross-checked with IBISWorld NAICS 23811 Concrete Contractors in the US Industry Report 2024 (https://www.ibisworld.com/united-states/market-research-reports/concrete-contractors-industry/),2,adjudicated,false,2024,
concrete-masonry,commercial,cost_structure,materials_pct_of_revenue,43.35,,"Trade Economy Index triangulation: median of 2 independent sources: Construction Financial Management Association (CFMA) 2024 Construction Financial Benchmarker Report cross-checked with IBISWorld NAICS 23811 Concrete Contractors Cost Structure Benchmarks 2024 (https://www.ibisworld.com/united-states/market-research-reports/concrete-contractors-industry/) | IBISWorld, Concrete Contractors in the US (Report 23811), 2019, https://www.ibisworld.com/united-states/market-research-reports/concrete-contractors-industry",2,low,true,2024,
concrete-masonry,commercial,cost_structure,sga_overhead_pct,10.8,,"CFMA, Construction Financial Benchmarker Executive Summary, 2024, https://cfma.org/articles/cfma-s-2-24-construction-financial-benchmarker-executive-summary",1,high-primary,false,2024,
concrete-masonry,commercial,demand_drivers,installed_base_units,5900000,,"U.S. Energy Information Administration (EIA), Commercial Buildings Energy Consumption Survey (CBECS), 2018 (released 2022), https://www.eia.gov/consumption/commercial/data/2018",1,high-primary,false,2022,15
concrete-masonry,commercial,margins,gross_margin_pct,22.4,,"Construction Financial Management Association (CFMA) 2025 Construction Financial Benchmarker, https://cfma.org",1,low,false,2025,9
concrete-masonry,commercial,margins,operating_margin_pct,7.1,,"Construction Financial Management Association (CFMA) 2025 Construction Financial Benchmarker, https://cfma.org",2,high,false,2025,14
concrete-masonry,commercial,margins,net_margin_pct,6.9,,"CFMA Construction Financial Benchmarker (2024) - Specialty Trade Contractors pre-tax net profit margin, https://cfma.org/benchmarker",1,low,false,2024,4
concrete-masonry,commercial,productivity,revenue_per_employee_usd,220184,,"U.S. Census Bureau, 2022 Economic Census, Table EC2223BASIC (NAICS 238110 - Poured Concrete Foundation and Structure Contractors), https://www.census.gov/econ",2,med,false,2022,
concrete-masonry,commercial,productivity,billable_utilization_pct,62.5,,Harvest Billable Utilization Rate Industry Benchmarks (2025: ) and Saviom AEC / Construction Industry Benchmarks (2026: ),1,low,false,2026,
concrete-masonry,commercial,search_interest,yoy_search_change_pct,12.5,,CUFinder / HubSpot Industry Data (2026),1,low,false,2026,
concrete-masonry,commercial,seasonality_econ,revenue_seasonality_amplitude_pct,37.5,,"Core Credit Industry Benchmark Analysis, Ready-Mix & Concrete Contracting (2026), https://corecredit.io ; Concrete Pumping Holdings, Inc., FY2023/FY2024 Financial Releases, https://www.concretepumpingholdings.com",1,low,false,2026,
concrete-masonry,industrial,bad_debt,bad_debt_write_off_pct,0.004,,"Concrete Pumping Holdings, Inc., Form 10-K Annual Report for Fiscal Year Ended October 31, 2023 (2024), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001703956/000170395624000004/bbcp-20231031.htm",1,adjudicated,false,2024,
concrete-masonry,industrial,bad_debt,collection_rate_pct,85.1,,"CFMA (Construction Financial Management Association) 2024 Construction Financial Benchmarker, published via Level CFO (2024), https://levelcfo.com/benchmarks/general-contractor",3,high,false,2024,23
concrete-masonry,industrial,cash_cycle_detail,dso_days,55.2,,"CFMA 2025 Construction Financial Benchmarker (Fiscal Year 2024 Data), Construction Financial Management Association, https://cfma.org/benchmarker",1,high-primary,false,2025,
concrete-masonry,industrial,cash_cycle_detail,dpo_days,25.8,,"Concrete Pumping Holdings, Inc. FY2023 Form 10-K, U.S. Securities and Exchange Commission, https://www.sec.gov/edgar/browse/?CIK=0001708422",1,low,false,,
concrete-masonry,industrial,cash_cycle_detail,cash_conversion_cycle_days,44.8,,"Concrete Pumping Holdings, Inc. FY2023 Form 10-K (DSO 56.0 + DIO 14.6 - DPO 25.8), U.S. Securities and Exchange Commission, https://www.sec.gov/edgar/browse/?CIK=0001708422",1,low,false,,
concrete-masonry,industrial,cost_structure,labor_pct_of_revenue,18,,"IBISWorld, Concrete Contractors in the US (NAICS 23811) Cost Structure Benchmarks, 2024, https://www.ibisworld.com/united-states/market-research-reports/concrete-contractors-industry",1,low,false,2024,4
concrete-masonry,industrial,cost_structure,materials_pct_of_revenue,51.7,,"IBISWorld, Concrete Contractors in the US (NAICS 23811) Cost Structure Benchmarks, 2024, https://www.ibisworld.com/united-states/market-research-reports/concrete-contractors-industry",1,low,false,2024,
concrete-masonry,industrial,cost_structure,sga_overhead_pct,11.8,,"Construction Financial Management Association (CFMA), 2024 Construction Financial Benchmarker Executive Summary, 2024, https://cfma.org",1,low,false,2024,5
concrete-masonry,industrial,demand_drivers,installed_base_units,1019000,,"U.S. Energy Information Administration (EIA), 2018 Commercial Buildings Energy Consumption Survey (CBECS), published November 2021, https://www.eia.gov/consumption/commercial",1,low,false,2021,
concrete-masonry,industrial,margins,gross_margin_pct,16.5,,"CFMA Construction Financial Benchmarker (Concrete and Masonry Contractors Benchmark), https://benchmarker.cfma.org",2,adjudicated,false,,
concrete-masonry,industrial,margins,operating_margin_pct,6.2,,"IBISWorld Industry Report 23811: Concrete Contractors in the US, https://www.ibisworld.com/united-states/market-research-reports/concrete-contractors-industry",3,adjudicated,false,,
concrete-masonry,industrial,productivity,revenue_per_employee_usd,220184,,"U.S. Census Bureau, 2022 Economic Census, Table EC2223BASIC (NAICS 238110 - Poured Concrete Foundation and Structure Contractors), 2022, https://data.census.gov",2,adjudicated,false,2022,
fire-life-safety,residential,bad_debt,bad_debt_write_off_pct,1,,"Construction Financial Management Association (CFMA), 2024 Construction Financial Benchmarker, https://cfma.org",2,adjudicated,false,2024,
fire-life-safety,residential,bad_debt,collection_rate_pct,80,,"National Association of Credit Management (NACM) Collection Effectiveness Index Benchmarks (2025), https://nacm.org",2,high,false,2025,
fire-life-safety,residential,cash_cycle_detail,dso_days,56.6,,"CFMA 2024 Construction Financial Benchmarker, Construction Financial Management Association (2024), https://cfma.org/benchmarker",2,med,false,2024,11
fire-life-safety,residential,cash_cycle_detail,dpo_days,35.6,,"CFMA 2024 Construction Financial Benchmarker, Construction Financial Management Association",2,med,false,2024,
fire-life-safety,residential,cash_cycle_detail,cash_conversion_cycle_days,45,,"APi Group Corporation Form 10-K (2024), SEC EDGAR, https://www.sec.gov/edgar/searchedgar/companysearch",1,high-primary,false,2024,4
fire-life-safety,residential,cost_structure,labor_pct_of_revenue,33,,"APi Group Corporation 2024 Investor Presentation & Form 10-K (Year Ended December 31, 2024), https://www.sec.gov/edgar/browse/?CIK=0001792044",1,low,false,2024,
fire-life-safety,residential,cost_structure,materials_pct_of_revenue,22,,"APi Group Corporation 2024 Investor Presentation & Form 10-K (Year Ended December 31, 2024), https://www.sec.gov/edgar/browse/?CIK=0001792044",1,low,false,2024,
fire-life-safety,residential,cost_structure,sga_overhead_pct,24.1,,"APi Group Corporation Form 10-K for the Fiscal Year Ended December 31, 2024, https://www.sec.gov/ix?doc=/Archives/edgar/data/0001796209/000179620925000012/apg-20241231.htm",2,med,false,2024,
fire-life-safety,residential,demand_drivers,installed_base_units,145344636,,"U.S. Census Bureau, Vintage 2023 Housing Unit Estimates (2024)",1,high-primary,false,2024,5
fire-life-safety,residential,margins,gross_margin_pct,31,,"APi Group Corporation Form 10-K for the Fiscal Year Ended December 31, 2024, U.S. Securities and Exchange Commission, https://www.sec.gov/edgar/searchedgar/companysearch",1,high-primary,false,2024,4
fire-life-safety,residential,margins,operating_margin_pct,6.9,,"APi Group Corporation Form 10-K for the Fiscal Year Ended December 31, 2024, U.S. Securities and Exchange Commission, https://www.sec.gov/edgar/searchedgar/companysearch",1,high-primary,false,2024,4
fire-life-safety,residential,margins,net_margin_pct,3.56,,"APi Group Corporation 2024 Form 10-K Annual Report (3.56% net margin, https://www.sec.gov); cross-checked with CFMA 2024 Construction Financial Benchmarker for Specialty Trade Contractors (7.7% pre-tax net income margin, https://cfma.org)",1,high-primary,false,2024,
fire-life-safety,residential,productivity,revenue_per_employee_usd,257243,,"U.S. Census Bureau, 2022 Economic Census, Table EC2223BASIC (NAICS 238210 Electrical Contractors and Other Wiring Installation Contractors), https://data.census.gov",2,adjudicated,false,2022,
fire-life-safety,residential,productivity,billable_utilization_pct,70,,"MSI Data Service Pro Field Service Benchmark Research (Life Safety & Fire Protection Industry), 2023",3,high,false,2023,5
fire-life-safety,residential,retainage_liens,typical_retainage_pct,10,,"CFMA (Construction Financial Management Association), 'How a Construction Retention Payment Affects Ongoing Projects' (2021), https://www.cfma.org",1,med,false,2021,11
fire-life-safety,residential,search_interest,yoy_search_change_pct,25,,"Consumer Technology Association (CTA) / Market Data Forecast (2025), https://www.marketdataforecast.com/market-reports/north-america-fire-protection-systems-market",2,adjudicated,false,2025,
fire-life-safety,commercial,bad_debt,bad_debt_write_off_pct,0.12,,"EMCOR Group, Inc. Form 10-K for the Fiscal Year Ended December 31, 2024, https://www.sec.gov/ix?doc=/Archives/edgar/data/105608/000105608225000008/eme-20241231.htm",1,low,false,2024,7
fire-life-safety,commercial,bad_debt,collection_rate_pct,80,,"National Association of Credit Management (NACM) Commercial Credit Benchmarks & Collection Effectiveness Index (CEI) Guidelines, https://www.nacm.org",1,low,false,,
fire-life-safety,commercial,cash_cycle_detail,dso_days,69,,APi Group Corporation 2023 Form 10-K Annual Report (https://www.sec.gov/edgar/searchedgar/companysearch),1,low,false,2023,
fire-life-safety,commercial,cash_cycle_detail,dpo_days,32.9,,APi Group Corporation 2023 Form 10-K Annual Report (https://www.sec.gov/edgar/searchedgar/companysearch),1,low,false,2023,
fire-life-safety,commercial,cash_cycle_detail,cash_conversion_cycle_days,45.65,,Trade Economy Index triangulation: median of 2 independent sources: APi Group Corporation 2023 Form 10-K Annual Report (https://www.sec.gov/edgar/searchedgar/companysearch) | APi Group Corporation 2024 Form 10-K Annual Report (SEC EDGAR) - https://www.sec.gov/edgar/browse/?CIK=0001708782,2,high-primary,true,2024,
fire-life-safety,commercial,cost_structure,labor_pct_of_revenue,7.2,,Construction Financial Management Association (CFMA) 2025 Financial Benchmarker,2,adjudicated,false,2025,
fire-life-safety,commercial,cost_structure,materials_pct_of_revenue,42.3,,"IMARC Group United States Fire Sprinklers Market Report (Fire Sprinkler Structures and Materials Component), 2025",1,low,false,2025,
fire-life-safety,commercial,cost_structure,sga_overhead_pct,24.14,,"APi Group Corporation Form 10-K for the Fiscal Year Ended December 31, 2024, https://www.sec.gov/ix?doc=/Archives/edgar/data/0001792044/000179204425000008/apg-20241231.htm",2,high,false,2024,
fire-life-safety,commercial,demand_drivers,installed_base_units,5900000,,"U.S. Energy Information Administration (EIA), Commercial Buildings Energy Consumption Survey (CBECS), 2018 (released 2021, revised 2022), https://www.eia.gov/consumption/commercial",1,high-primary,false,2022,15
fire-life-safety,commercial,margins,gross_margin_pct,31,,APi Group Corporation 2024 Form 10-K (https://www.sec.gov/ix?doc=/Archives/edgar/data/0001796209/000179620925000008/apg-20241231.htm) reporting 31.0% gross margin; cross-checked with CFMA 2024 Construction Financial Benchmarker (https://cfma.org) reporting 21.8% to 22.4% gross profit margin for specialty trade contractors.,1,high-primary,false,2024,4
fire-life-safety,commercial,margins,operating_margin_pct,6.9,,"APi Group Corporation 2024 Form 10-K (https://www.sec.gov/ix?doc=/Archives/edgar/data/0001796209/000179620925000008/apg-20241231.htm) reporting $484 million operating income on $7,018 million revenue (6.9% operating margin); Safety Services segment reported a 15.5% segment operating margin.",1,high-primary,false,2024,4
fire-life-safety,commercial,margins,net_margin_pct,3.6,,"APi Group Corporation 2024 Form 10-K (https://www.sec.gov/ix?doc=/Archives/edgar/data/0001796209/000179620925000008/apg-20241231.htm) reporting $250 million net income on $7,018 million revenue (3.6% net margin); cross-checked with CFMA 2024 Construction Financial Benchmarker (https://cfma.org) reporting 6.9% pre-tax net margin for specialty trade contractors.",1,high-primary,false,2024,
fire-life-safety,commercial,productivity,revenue_per_employee_usd,275000,,"Construction Financial Management Association (CFMA) 2024 Financial Benchmarker (Specialty Trade Contractors), https://cfma.org (Cross-checked with SEC 10-K Filings for public commercial mechanical and fire protection contractors Comfort Systems USA, EMCOR Group, and Limbach Facility Services FY2024, https://www.sec.gov)",2,med,false,2024,
fire-life-safety,commercial,productivity,gross_profit_per_labor_hour_usd,105,,"Level CFO / Level Index Commercial Mechanical & Specialty Contractor Productivity Benchmarks (2024), https://levelcfo.com",1,low,false,2024,
fire-life-safety,commercial,productivity,billable_utilization_pct,75,,"TSIA Field Services Benchmark (2025), https://www.tsia.com",1,low,false,2025,5
fire-life-safety,industrial,bad_debt,bad_debt_write_off_pct,0.014,,"APi Group Corporation Form 10-K Annual Report for Fiscal Year Ended December 31, 2023 (Item 7 Net Revenues and Schedule II Valuation and Qualifying Accounts), https://www.sec.gov/ix?doc=/Archives/edgar/data/0001796209/000179620924000012/apg-20231231.htm",1,adjudicated,false,2023,
fire-life-safety,industrial,bad_debt,collection_rate_pct,80.05,,"Trade Economy Index triangulation: median of 2 independent sources: National Association of Credit Management (NACM) Accounts Receivable Benchmarks for Construction, https://nacm.org | Level CFO Contractor Benchmarking Analysis (citing CFMA 2024 Construction Financial Benchmarker), 2024, https://www.levelcfo.com (Cross-checked with National Association of Credit Management (NACM) CEI Benchmarks, https://www.nacm.org)",2,med,true,2024,
fire-life-safety,industrial,cash_cycle_detail,dso_days,72,,"APi Group Corporation FY2025 Form 10-K (2026), https://www.sec.gov",1,high-primary,false,2026,
fire-life-safety,industrial,cash_cycle_detail,dpo_days,35,,"APi Group Corporation FY2025 Form 10-K (2026), https://www.sec.gov",1,high-primary,false,2026,
fire-life-safety,industrial,cash_cycle_detail,cash_conversion_cycle_days,46.3,,APi Group Corporation Form 10-K SEC EDGAR Filing (https://www.sec.gov/edgar/searchedgar/companysearch),1,low,false,,
fire-life-safety,industrial,cost_structure,sga_overhead_pct,24.14,,APi Group Corporation 2024 Form 10-K (https://www.sec.gov/ix?doc=/Archives/edgar/data/1792044/000179204425000010/apg-20241231.htm),1,high-primary,false,2024,
fire-life-safety,industrial,demand_drivers,installed_base_units,5900000,,"U.S. Energy Information Administration (EIA), Commercial Buildings Energy Consumption Survey (CBECS) 2018 (released 2021-2023), https://www.eia.gov/consumption/commercial",1,high-primary,false,2023,15
fire-life-safety,industrial,margins,gross_margin_pct,31,,"APi Group Corporation 2024 Form 10-K, https://www.sec.gov/ix?doc=/Archives/edgar/data/0001796129/000179612925000012/apg-20241231.htm",1,high-primary,false,2024,4
fire-life-safety,industrial,margins,operating_margin_pct,6.9,,"APi Group Corporation 2024 Form 10-K, https://www.sec.gov/ix?doc=/Archives/edgar/data/0001796129/000179612925000012/apg-20241231.htm",1,high-primary,false,2024,4
fire-life-safety,industrial,margins,net_margin_pct,3.6,,"APi Group Corporation 2024 Form 10-K, https://www.sec.gov/ix?doc=/Archives/edgar/data/0001796129/000179612925000012/apg-20241231.htm",1,high-primary,false,2024,
fire-life-safety,industrial,productivity,revenue_per_employee_usd,450086,,"Construction Financial Management Association (CFMA) 2024 Construction Financial Benchmarker, 2024, https://cfma.org",2,adjudicated,false,2024,
fire-life-safety,industrial,productivity,billable_utilization_pct,70,,MSI Data / Service Pro Field Service KPIs for Life Safety & Fire Protection Industry 2023 . Cross-checked against Pulse RevOps Fire Protection Inspector Benchmarks 2026 (70%-78% target; https://www.pulserevops.com) and TSIA Field Services Benchmark Report 2025 (75% industry baseline; https://www.tsia.com).,1,low,false,2026,5
