trade,state_name,state,median_hourly_wage_usd,wage_differential_vs_national_pct,median_wage_source,license_regime,license_source
landscaping,Illinois,IL,20.71,15.31,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023 State Estimates for Illinois (https://www.bls.gov/oes/current/oes_il.htm) and May 2023 National Estimates (https://www.bls.gov/oes/current/oes373011.htm)","Illinois does not require or issue a statewide contractor license for general landscaping or groundskeeping services (such as mowing, planting, or lawn maintenance) at the state level; licensing for general contractors and landscapers is regulated locally by individual municipalities and counties. However, a state license is required for applying general-use or restricted-use pesticides, which requires a Commercial Pesticide Applicator License issued by the Illinois Department of Agriculture (IDOA).","Illinois Department of Agriculture, 2023"
landscaping,Indiana,IN,17.53,-2.39,"BLS OEWS, May 2023, https://www.bls.gov/oes/current/oes_in.htm","Indiana does not require or issue a state-level trade license for landscaping or groundskeeping. General contractor and trade contractor licensing is delegated to local cities and counties (e.g., Indianapolis Department of Business and Neighborhood Services requires contractor listing for hardscaping or land alteration). However, state-level certification and licensing as a Commercial Pesticide Applicator is required through the Office of Indiana State Chemist (OISC) under Indiana Code IC 15-16-5 for applying commercial pesticides or lawn fertilizers.","Office of Indiana State Chemist (OISC) / Purdue University, 2024, https://oisc.purdue.edu/pesticide"
landscaping,Iowa,IA,17.98,0.11,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ia.htm","Iowa does not issue a specific state trade license for landscape contractors. However, under Iowa Code Chapter 91C, any contractor performing $2,000 or more per year in construction work (including landscape installation such as hardscaping, grading, retaining walls, or irrigation) must maintain a contractor registration with the Iowa Department of Inspections, Appeals, and Licensing (DIAL). Registration is administrative and requires no examination. Additionally, commercial pesticide application requires a Commercial Applicator license from the Iowa Department of Agriculture and Land Stewardship (IDALS) under Iowa Code Chapter 206.","Iowa Department of Inspections, Appeals, and Licensing (DIAL), 2024, https://dial.iowa.gov"
landscaping,Kansas,KS,18.04,0.45,"U.S. Bureau of Labor Statistics (BLS) State Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ks.htm","Kansas does not require a state-level license for general landscaping or groundskeeping work; contractor licensing and business registrations are regulated at the local city or county level (e.g., Wichita, Overland Park). However, a state-level Commercial Pesticide Business License and Commercial Certified Pesticide Applicator certification from the Kansas Department of Agriculture (KDA) are required if applying pesticides or fertilizers commercially.","Kansas Department of Agriculture, Pesticide & Fertilizer Program, 2024"
landscaping,Kentucky,KY,16.82,-6.35,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), 2023, https://www.bls.gov/oes/2023/may/oes_ky.htm","No statewide general landscape contractor license is required in Kentucky. Landscaping licensing and contractor registrations are managed at the local city and county levels (e.g., Louisville, Lexington). State-level certification is required for commercial pesticide and fertilizer application through the Kentucky Department of Agriculture.","Kentucky Department of Housing, Buildings and Construction / Kentucky Department of Agriculture, 2024, https://dhbc.ky.gov"
landscaping,Louisiana,LA,14.43,-19.65,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023 (released April 2024), https://www.bls.gov/oes/current/oes_la.htm","State-level license required. In Louisiana, performing landscaping work beyond basic grass mowing requires licensure through the Louisiana Department of Agriculture and Forestry (LDAF) Horticulture Commission under La. R.S. 3:3801-3816. Individual state license tiers include Landscape Horticulturist, Landscape Irrigation Contractor, Arborist, and Landscape Architect. For commercial landscaping projects exceeding $50,000, contractors must also obtain a Commercial Contractor license from the Louisiana State Licensing Board for Contractors (LSLBC).","Louisiana Department of Agriculture and Forestry (LDAF) Horticulture Commission, 2025, https://www.ldaf.la.gov"
landscaping,Maine,ME,19.48,8.46,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates: Maine, 2024, https://www.bls.gov/oes/current/oes_me.htm","Maine does not require a state-level contractor license for general landscaping and groundskeeping work; regulation is handled at the municipal level. However, commercial pesticide application requires a Commercial Pesticide Applicator license (Operator or Master tier) from the Maine Board of Pesticides Control.","Maine Board of Pesticides Control, Department of Agriculture, Conservation and Forestry, 2024, https://www.maine.gov/dacf/php/pesticides"
landscaping,Maryland,MD,18.49,2.95,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_md.htm","In Maryland, routine landscape maintenance (mowing, weeding, edging) does not require a state contractor license. However, state-level licensing is required for specific scope categories: residential hardscaping, landscape construction, retaining walls, or improvements valued over $500 require a Maryland Home Improvement Commission (MHIC) Contractor License from the Maryland Department of Labor; commercial pesticide application requires a Pesticide Business License and Certified Applicator certification from the Maryland Department of Agriculture (MDA); commercial fertilizer application on non-agricultural turf requires MDA Certified Professional Fertilizer Applicator credentials; and commercial tree pruning/removal requires a Licensed Tree Expert (LTE) license from the Maryland Department of Natural Resources (DNR).","Maryland Department of Labor - Maryland Home Improvement Commission (MHIC), 2024, https://www.dllr.state.md.us/license/mhic"
landscaping,Massachusetts,MA,22.41,24.78,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ma.htm","Massachusetts does not issue or require a general state-level trade license for basic landscaping, lawn maintenance, or mowing. However, contractors performing residential home improvement or hardscaping work exceeding $500 must register as a Home Improvement Contractor (HIC) with the Office of Consumer Affairs and Business Regulation (OCABR) under M.G.L. c. 142A. Additionally, applying pesticides for hire requires a Commercial Applicator License or Commercial Certification from the Massachusetts Department of Agricultural Resources (MDAR) Pesticide Program under 333 CMR 10.00.","Massachusetts Office of Consumer Affairs and Business Regulation (OCABR) & Department of Agricultural Resources (MDAR), 2024, https://www.mass.gov/orgs/office-of-consumer-affairs-and-business-regulation"
landscaping,Michigan,MI,17.61,-1.95,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_mi.htm","Michigan does not issue or require a state-level landscape contractor trade license for general landscaping, grounds maintenance, lawn care, or hardscaping. However, applying pesticides or herbicides for compensation requires an individual Commercial Pesticide Applicator certification and a Pesticide Application Business License (PABL) from the Michigan Department of Agriculture and Rural Development (MDARD). Local municipal registrations or licenses may also be required by individual cities.","Michigan Department of Agriculture and Rural Development (MDARD) & Michigan Department of Licensing and Regulatory Affairs (LARA), 2026"
landscaping,Minnesota,MN,20.98,16.82,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates - Minnesota (https://www.bls.gov/oes/current/oes_mn.htm)","Minnesota does not require a single overarching state-level landscape contractor license for basic softscaping or routine grounds maintenance (mowing, trimming, planting). However, specific service-level licenses apply: a Commercial Pesticide Applicator License from the Minnesota Department of Agriculture (MDA) is required for applying pesticides or fertilizers; a Nursery Stock Dealer Certificate from MDA is required for selling live plant stock; and a Residential Building Contractor or Remodeler License from the Minnesota Department of Labor and Industry (DLI) is required if undertaking hardscape or structural exterior construction (e.g., retaining walls, decks) exceeding $15,000 in gross annual receipts and involving multiple trades. General contractors and subcontractors not required to hold a specific trade license must register under the DLI Construction Contractor Registration program.","Minnesota Department of Labor and Industry, 2024 and Minnesota Department of Agriculture, 2024 (https://www.mda.state.mn.us/pesticide-fertilizer/pesticide-applicator-licensing)"
landscaping,Mississippi,MS,14.29,-20.43,"U.S. Bureau of Labor Statistics (BLS), Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ms.htm","State-level contractor licensing is administered by the Mississippi State Board of Contractors (MSBOC). A commercial contractor license (with a specialty landscaping classification) is required at the state level for commercial landscaping projects exceeding $50,000. Routine lawn maintenance and residential landscaping under monetary thresholds do not require a state-level license, though local municipal or county business permits may apply.","Mississippi State Board of Contractors (MSBOC), 2024, https://www.msboc.us"
landscaping,Missouri,MO,17.57,-2.17,"U.S. Bureau of Labor Statistics, May 2023 OEWS State Occupational Employment and Wage Estimates (Missouri) & National Occupational Employment and Wage Estimates, https://www.bls.gov/oes/current/oes373011.htm","Missouri does not require or issue a general state-level contractor license for landscaping and groundskeeping workers (SOC 37-3011). Contractor licensing, permits, and trade registration are decentralized and regulated at the city and county level (e.g., St. Louis, Kansas City, Springfield, Columbia). State-level credentials exist only for specific specialized activities, such as Commercial Pesticide Applicator licensing via the Missouri Department of Agriculture and Professional Landscape Architect licensure via the Missouri Board for Architects, Professional Engineers, Professional Land Surveyors, and Professional Landscape Architects (APEPLSPLA).","Missouri Board for Architects, Professional Engineers, Professional Land Surveyors, and Professional Landscape Architects (APEPLSPLA), 2026, https://pr.mo.gov/apelsla.asp"
landscaping,Montana,MT,18.47,2.84,"U.S. Bureau of Labor Statistics, May 2023 Occupational Employment and Wage Statistics (OEWS), https://www.bls.gov/oes/current/oes_mt.htm","Montana does not require a state-level trade license for routine landscaping or groundskeeping work. Construction businesses with employees must register under Construction Contractor Registration with the Montana Department of Labor and Industry (DLI), while independent contractors without employees may obtain an Independent Contractor Exemption Certificate (ICEC). State-level licensing applies to specific activities like chemical pesticide application (Commercial Pesticide Applicator License via the Montana Department of Agriculture) or landscape architecture. Local business licenses or building/irrigation permits may be required at the city or county level.","Montana Department of Labor and Industry, 2024, https://dli.mt.gov"
landscaping,Nebraska,NE,17.87,-0.5,"U.S. Bureau of Labor Statistics, May 2023 OEWS State Occupational Employment and Wage Estimates - Nebraska, https://www.bls.gov/oes/current/oes_ne.htm","Nebraska does not require a specific state-level landscape contractor trade license. However, contractors performing construction/maintenance work earning $2,000 or more annually must register with the Nebraska Department of Labor (NDOL) under the Nebraska Contractor Registration Act. Commercial applicators applying pesticides require certification through the Nebraska Department of Agriculture (NDA). Trade licensing for landscaping contractors is otherwise regulated at the local municipal or county level (e.g., Omaha and Lincoln).","Nebraska Department of Labor, Contractor Registration Act (2024)"
landscaping,Nevada,NV,17.54,-2.34,"U.S. Bureau of Labor Statistics (BLS), OEWS May 2023 State Occupational Employment and Wage Estimates for Nevada (https://www.bls.gov/oes/current/oes_nv.htm) and National OEWS Estimates for SOC 37-3011 (https://www.bls.gov/oes/current/oes373011.htm), 2024","A state-level contractor license is required in Nevada to perform landscape contracting work. Licensing is administered by the Nevada State Contractors Board (NSCB) under Specialty License Classification C-10 (Landscape Contracting), which includes subclassifications such as C-10A (Landscaping) and C-10B (Landscaping Maintenance). Licenses are assigned monetary limits based on financial standing and project scope.","Nevada State Contractors Board (NSCB), Contractor Classifications and Licensing Guidelines, 2024, https://www.nvcontractorsboard.com"
landscaping,New Hampshire,NH,19.8,10.25,"U.S. Bureau of Labor Statistics, OEWS May 2023 State Occupational Employment and Wage Estimates - New Hampshire, 2024, https://www.bls.gov/oes/current/oes_nh.htm","New Hampshire does not require a general state-level contractor license for landscaping or groundskeeping work. Regulation is primarily at the local municipal level for business registration. However, specific state licenses apply for specialized activities: a Commercial Pesticide Applicator License from the NH Department of Agriculture, Markets & Food is required to apply pesticides, and a Plant Dealer/Landscaper License ($25 annual fee) is required for businesses buying, selling, or holding rooted nursery stock with gross sales of $3,000 or more.","New Hampshire Department of Agriculture, Markets & Food, 2025, https://www.agriculture.nh.gov"
landscaping,New Jersey,NJ,20.09,11.86,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates - New Jersey (2024), https://www.bls.gov/oes/current/oes_nj.htm","In New Jersey, basic lawn maintenance (mowing and trimming) does not require a state contractor license. However, under the Contractors' Registration Act (N.J.S.A. 56:8-136 et seq.), landscape contractors engaged in work beyond basic mowing (such as planting trees or shrubs, laying sod, or installing hardscapes) on residential properties must register with the New Jersey Division of Consumer Affairs as a Home Improvement Contractor (HIC). Additionally, commercial pesticide application requires a Commercial Pesticide Applicator or Business License from the New Jersey Department of Environmental Protection (NJDEP).","New Jersey Division of Consumer Affairs, Home Improvement Contractor Registration (2024), https://www.njconsumeraffairs.gov/hic"
landscaping,New Mexico,NM,16.73,-6.85,"U.S. Bureau of Labor Statistics (BLS) OEWS, 2023, https://www.bls.gov/oes/current/oes_nm.htm","State-level contractor licensing is required in New Mexico for landscape construction, hardscaping, grading, and irrigation installation valued at $7,200 or more (labor and materials) through the Construction Industries Division (CID) of the New Mexico Regulation and Licensing Department (RLD). Primary specialty license classifications include GS-3 (Landscaping) and MS-6 (Lawn Sprinklers). Purely routine grounds maintenance services such as mowing, weeding, and pruning are exempt from CID contractor licensing.","New Mexico Regulation and Licensing Department, Construction Industries Division, 2024, https://www.rld.nm.gov/construction"
landscaping,New York,NY,18.99,5.74,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ny.htm","New York State does not require a statewide general landscaping contractor license; home improvement and contractor licensing are regulated at the county or city level (e.g., New York City, Nassau, Suffolk, and Westchester counties require local Home Improvement Contractor licenses for landscape construction/hardscaping). At the state level, commercial pesticide application requires a Commercial Pesticide Applicator or Technician license from the NYS Department of Environmental Conservation (DEC).","New York State Department of State Division of Licensing Services / New York State Department of Environmental Conservation, 2026, https://dos.ny.gov"
landscaping,North Carolina,NC,17.15,-4.51,"BLS OEWS, May 2023, https://www.bls.gov/oes/current/oes_nc.htm","State-level license required. Under North Carolina General Statutes Chapter 89D, landscape contracting requires licensure by the North Carolina Landscape Contractors' Licensing Board (NCLCLB). License tiers include Individual Landscape Contractor License and Corporate Landscape Contractor License.","North Carolina Landscape Contractors' Licensing Board, 2024, https://www.nclclb.com"
landscaping,North Dakota,ND,18.98,5.68,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/2023/may/oes_nd.htm","A state-level contractor license issued by the North Dakota Secretary of State under NDCC Chapter 43-07 is required for any landscaping or construction contract exceeding $4,000. Licenses are classified into four tiers based on maximum project value: Class A (unlimited), Class B (up to $500,000), Class C (up to $300,000), and Class D (up to $100,000).","North Dakota Secretary of State, 2024, https://sos.nd.gov"
landscaping,Ohio,OH,17.36,-3.34,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_oh.htm","The state of Ohio does not require a statewide general contractor or trade license for standard landscaping and grounds maintenance services. The Ohio Construction Industry Licensing Board (OCILB) regulates only five specialty trades (electrical, HVAC, plumbing, hydronics, refrigeration), leaving general contracting and landscaping oversight to municipal and county governments. However, applying pesticides or fertilizers commercially requires a Commercial Pesticide Applicator License from the Ohio Department of Agriculture (ODA).","Ohio Construction Industry Licensing Board (OCILB) / Ohio Department of Agriculture (ODA), 2024, https://com.ohio.gov/divisions-and-programs/industrial-compliance/boards/ohio-construction-industry-licensing-board"
landscaping,Oklahoma,OK,16.43,-8.52,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023, https://www.bls.gov/oes/current/oes_ok.htm","Oklahoma does not require a statewide contractor license for general landscaping or groundskeeping work through the Construction Industries Board (CIB). However, state licensing is required if applying pesticides commercially via a Commercial Pesticide Applicator License issued by the Oklahoma Department of Agriculture, Food and Forestry (ODAFF). General contractor registrations or local business licenses are enforced at the city/county level (e.g., Oklahoma City).","Oklahoma Department of Agriculture, Food and Forestry (ODAFF), 2026, https://ag.ok.gov"
landscaping,Oregon,OR,19.82,10.36,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_or.htm","In Oregon, state-level licensing is required for landscape contracting work under ORS 671.510 et seq., administered by the Oregon Landscape Contractors Board (LCB). Oregon enforces a dual-licensing regime: the business entity must hold a Landscape Contracting Business License and must employ or be owned by a licensed Landscape Construction Professional (LCP). Business license tiers include Standard License (planning/installing lawns, plants, hardscapes, decks, arbors, retaining walls, fences), Irrigation Only Plus Backflow License, All Phases Plus Backflow License, and Probationary License.","Oregon Landscape Contractors Board (LCB), 2026, https://www.oregon.gov/lcb/Pages/index.aspx"
landscaping,Pennsylvania,PA,17.5,-2.56,"U.S. Bureau of Labor Statistics OEWS, 2023, https://www.bls.gov/oes/current/oes_pa.htm","Pennsylvania does not require a statewide trade license for standard landscaping or grounds maintenance. However, landscapers performing residential home improvement work (such as hardscaping, retaining walls, patios, or drainage) exceeding $5,000 annually must register as a Home Improvement Contractor (HIC) under the Home Improvement Consumer Protection Act (HICPA). Commercial pesticide applicators must be certified by the PA Department of Agriculture, and individual municipalities (such as Philadelphia) may require local trade licenses.","Pennsylvania Office of Attorney General, 2024"
landscaping,Rhode Island,RI,21.62,20.38,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ri.htm","General lawn maintenance and basic grounds upkeep do not require a statewide contractor license. However, state-level registration with the Rhode Island Contractors' Registration and Licensing Board (RICRLB) is required if landscaping work includes construction, hardscaping, retaining walls, or residential home improvements valued at $500 or more. First-time applicants must complete a 5-hour pre-registration course. Commercial application of pesticides requires a separate Commercial Pesticide Applicator license from the Rhode Island Department of Environmental Management (RIDEM).","Rhode Island Contractors' Registration and Licensing Board (RICRLB), 2026"
landscaping,South Carolina,SC,16.89,-5.96,"BLS OEWS, May 2023 State Occupational Employment and Wage Estimates - South Carolina, 2024, https://www.bls.gov/oes/current/oes_sc.htm","South Carolina does not require a statewide license for general landscaping and lawn maintenance work (e.g., mowing, trimming, mulching). However, landscape construction (e.g., retaining walls, major grading, irrigation) and residential specialty work require licensing through the SC Department of Labor, Licensing and Regulation (LLR) via either the SC Contractor's Licensing Board for commercial work or the SC Residential Builders Commission for residential specialty contracting. Applying pesticides commercially requires a Commercial Pesticide Applicator license from the Clemson University Department of Pesticide Regulation. Local business licenses are mandated at the county or municipal level under the SC Home Rule Act.","South Carolina Department of Labor, Licensing and Regulation (LLR) Contractor's Licensing Board, 2024, https://llr.sc.gov/clb"
landscaping,South Dakota,SD,14.82,-17.48,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_sd.htm","South Dakota does not issue a state-level trade license for general landscaping or groundskeeping work. However, any business engaging in construction services or contracting must hold a Contractor's Excise Tax License from the South Dakota Department of Revenue under SDCL § 10-46A. Additionally, applying pesticides commercially requires a Commercial Pesticide Applicator certification from the South Dakota Department of Agriculture and Natural Resources under SDCL § 38-21. Local municipal registrations or trade licenses may apply in cities such as Sioux Falls and Rapid City.","South Dakota Department of Revenue, 2025, https://dor.sd.gov/businesses/taxes/contractors-excise-tax"
landscaping,Tennessee,TN,17.36,-3.34,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023 State and National Occupational Employment and Wage Estimates (2024), https://www.bls.gov/oes/current/oes_tn.htm and https://www.bls.gov/oes/current/oes373011.htm","A state contractor license from the Tennessee Board for Licensing Contractors (Department of Commerce and Insurance) is required for landscaping projects valued at $25,000 or more (materials and labor) under classification CMC-D (Landscaping) or specialty HRA-E.2 pursuant to T.C.A. § 62-6. Below $25,000, no state contractor license is required (local city/county business licenses apply), except in 9 designated counties (Bradley, Davidson, Hamilton, Haywood, Knox, Marion, Robertson, Rutherford, and Shelby) where a state Home Improvement Contractor License is required for residential work between $3,000 and $24,999. Commercial pesticide and herbicide application requires a separate Charter from the Tennessee Department of Agriculture.","Tennessee Board for Licensing Contractors, Department of Commerce and Insurance (2024)"
landscaping,Texas,TX,17.11,-4.73,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023 (released April 2024), https://www.bls.gov/oes/current/oes_tx.htm","Texas does not require a state-level contractor license for general landscaping and groundskeeping services. Landscaping contractors can operate without a state trade license. However, specific sub-activities require state licensure: commercial pesticide application requires a Commercial Pesticide Applicator License from the Texas Department of Agriculture (TDA), and installing or servicing landscape irrigation systems requires a Licensed Irrigator license from the Texas Commission on Environmental Quality (TCEQ). Local municipalities may also require business registration or local permits.","Texas Department of Agriculture (TDA) and Texas Commission on Environmental Quality (TCEQ), 2025, https://www.texasagriculture.gov and https://www.tceq.texas.gov"
landscaping,Utah,UT,18.48,2.9,"U.S. Bureau of Labor Statistics (BLS), May 2023 State Occupational Employment and Wage Estimates - Utah, https://www.bls.gov/oes/current/oes_ut.htm","State-level licensing is required in Utah for landscape construction, sprinkler/irrigation system installation, grading, and hardscaping through the S330 Specialty Landscaping Contractor license issued by the Utah Division of Occupational and Professional Licensing (DOPL). Basic lawn maintenance and yard care (such as mowing and trimming) do not require a state contractor license, though pesticide application requires separate certification from the Utah Department of Agriculture and Food (UDAF). Projects under $7,000 qualify for a small-project exemption, though registration with DOPL is required.","Utah Division of Occupational and Professional Licensing (DOPL), 2024, https://dopl.utah.gov"
landscaping,Vermont,VT,21.43,19.32,"U.S. Bureau of Labor Statistics (BLS) State OEWS, 2023, https://www.bls.gov/oes/current/oes_vt.htm (Vermont median $21.43 vs. US national median $17.96 from BLS OEWS May 2023, https://www.bls.gov/oes/current/oes373011.htm)","Vermont does not issue a state-level landscape contractor license for general landscaping and groundskeeping. However, contractors performing residential projects valued at $10,000 or more (labor and materials combined) must register with the Vermont Secretary of State Office of Professional Regulation (OPR). Commercial applicators applying pesticides or herbicides as part of landscaping services must obtain a Commercial Pesticide Applicator certification from the Vermont Agency of Agriculture, Food and Markets (VAAFM). Municipalities may also require local business licenses or permits.","Vermont Secretary of State Office of Professional Regulation (OPR), 2023, https://sos.vermont.gov/residential-contractors/ and Vermont Agency of Agriculture, Food and Markets (VAAFM), 2024"
landscaping,Virginia,VA,17.79,-0.95,"U.S. Bureau of Labor Statistics, Occupational Employment and Wage Statistics (OEWS), May 2023 State Occupational Employment and Wage Estimates - Virginia (published April 2024), https://www.bls.gov/oes/current/oes_va.htm and May 2023 National Estimates, https://www.bls.gov/oes/current/oes373011.htm","In Virginia, contractor licensing is regulated at the state level by the Department of Professional and Occupational Regulation (DPOR) Board for Contractors under Virginia Code § 54.1-1100 et seq. Landscaping contractors performing projects of $1,000 or more (including hardscaping, grading, or irrigation) or operating under the Landscape Service Contractor (LSC) specialty must hold a state contractor license. Licensing is structured into three tiers: Class C (projects over $1,000 up to $10,000; annual volume up to $150,000), Class B (single projects $10,000 to $120,000; annual volume up to $750,000), and Class A (single projects $120,000+; unlimited annual volume). Commercial pesticide application requires separate certification from the Virginia Department of Agriculture and Consumer Services (VDACS).","Virginia Department of Professional and Occupational Regulation (DPOR) Board for Contractors, 2025, https://www.dpor.virginia.gov/Boards/Contractors"
landscaping,Washington,WA,22.01,22.55,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023 State Occupational Employment and Wage Estimates - Washington, https://www.bls.gov/oes/current/oes_wa.htm and May 2023 National Occupational Employment and Wage Estimates, https://www.bls.gov/oes/current/oes373011.htm",State-level registration is required in Washington through the Department of Labor & Industries (L&I). Landscaping contractors must register as either a Specialty Contractor (restricted to the Landscaping specialty and unable to subcontract outside of it) or a General Contractor (able to perform or subcontract multiple trades).,"Washington State Department of Labor & Industries (L&I), 2024, https://lni.wa.gov/licensing-permits/contractors/register-as-a-contractor"
landscaping,West Virginia,WV,13.95,-22.33,"U.S. Bureau of Labor Statistics OEWS, 2023, https://www.bls.gov/oes/current/oes_wv.htm and https://www.bls.gov/oes/current/oes373011.htm","Routine lawn care, mowing, planting, and grounds maintenance do not require a state contractor license in West Virginia. However, under W. Va. Code § 21-11, landscaping projects involving structural hardscaping, grading, drainage, or construction exceeding $2,500 for residential work or $5,000 for commercial work require a Specialty Contractor License from the West Virginia Contractor Licensing Board (WV Division of Labor). Commercial pesticide application requires a separate Commercial Pesticide Applicator license from the West Virginia Department of Agriculture. Local municipalities may mandate municipal business licenses.","West Virginia Division of Labor Contractor Licensing Board, 2024"
landscaping,Wisconsin,WI,18.21,1.39,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates - Wisconsin, https://www.bls.gov/oes/current/oes_wi.htm","Wisconsin does not require a statewide trade license for general landscape contracting, lawn maintenance, planting, hardscaping, or irrigation. Local cities or counties may require general business registrations. However, any business or individual applying pesticides or herbicides commercially must obtain a Commercial Pesticide Applicator license from the Wisconsin Department of Agriculture, Trade and Consumer Protection (DATCP). Separate professional licensure exists for Landscape Architects under the Wisconsin Department of Safety and Professional Services (DSPS).","Wisconsin Department of Agriculture, Trade and Consumer Protection (DATCP), 2024, https://datcp.wi.gov/Pages/Licenses_Permits/CommercialApplicator.aspx"
landscaping,Wyoming,WY,17.77,-1.06,"U.S. Bureau of Labor Statistics, May 2023 Occupational Employment and Wage Statistics (OEWS), https://www.bls.gov/oes/current/oes_wy.htm","Wyoming does not mandate or issue a state-level contractor license for Landscaping & Groundskeeping (SOC 37-3011). Trade contractor licensing is decentralized and regulated at the city or county municipal level (e.g., Cheyenne, Casper, Gillette), with electrical contracting being the only trade licensed at the state level.","Wyoming Department of Workforce Services, 2025 Directory of Licensed Occupations in Wyoming, https://doe.state.wy.us/LMI/licensed_occupations.htm"
commercial-cleaning,Alabama,AL,13.37,-20.61,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates: Alabama, https://www.bls.gov/oes/current/oes_al.htm","No state-level specialty or contractor license is required for standard commercial cleaning or janitorial services in Alabama. The Alabama Licensing Board for General Contractors regulates commercial construction projects valued at $100,000 or more, but routine cleaning and janitorial services are exempt. Business privilege licenses are issued at the local level by county probate offices and municipal revenue departments.","Alabama Licensing Board for General Contractors, 2026, https://genconbd.alabama.gov"
commercial-cleaning,Alaska,AK,17.76,5.46,"BLS OEWS, May 2023 State Occupational Employment and Wage Estimates - Alaska, https://www.bls.gov/oes/current/oes_ak.htm","In Alaska, commercial cleaning and janitorial services are not classified as a construction trade and do not require a state contractor or trade-specific professional license. Standalone janitorial businesses must hold a general Alaska Business License issued by the Division of Corporations, Business and Professional Licensing (DCBPL) and comply with any local municipal business licensing requirements.","Alaska Department of Commerce, Community, and Economic Development - Division of Corporations, Business and Professional Licensing, 2024, https://www.commerce.alaska.gov/web/cbpl/BusinessLicensing.aspx"
commercial-cleaning,Arizona,AZ,16.43,-2.43,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_az.htm","No state-level contractor license is required for routine commercial cleaning and janitorial services in Arizona. Contractor licensing through the Arizona Registrar of Contractors (AZ ROC) is only required if the scope of work involves construction, alterations, or structural repairs exceeding $1,000 (A.R.S. § 32-1121). Business operations are subject to city/local business licenses and State Transaction Privilege Tax (TPT) registration.","Arizona Registrar of Contractors (AZ ROC), 2024, https://roc.az.gov"
commercial-cleaning,Arkansas,AR,13.73,-18.47,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates - Arkansas, https://www.bls.gov/oes/current/oes_ar.htm","No state-level contractor or occupational license is required in Arkansas specifically for standard commercial cleaning or janitorial services. Businesses must fulfill general state business entity registration, register for state sales tax with the Arkansas Department of Finance and Administration, and comply with city/county business license requirements.","Arkansas Contractors Licensing Board, 2024, https://www.labor.arkansas.gov/licensing/contractors-licensing-board"
commercial-cleaning,California,CA,18.26,8.43,"U.S. Bureau of Labor Statistics, Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ca.htm","General commercial janitorial services do not require a trade license from the California Contractors State License Board (CSLB), unless performing construction clean-up or work exceeding $500 in labor/materials (which requires a Class C-61 / D-63 Limited Specialty Contractor license). However, under the Property Services Workers Protection Act (Labor Code §§ 1420-1432), all janitorial employers with 1+ employees must register annually with the California Labor Commissioner's Office. City and county business licenses are required at the local level.","California Department of Industrial Relations, Labor Commissioner's Office / CSLB, 2024"
